# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	720
#@/user_id	3f58877e-a7cc-40cc-b9f8-dce6e53b0ed7
a 	啊	c=4 d=3.03386 t=720
wen zi luan ma 	文字亂碼	c=1 d=0.0706512 t=720
wo 	我	c=0 d=0.242944 t=720
wo er ma 	沃爾瑪	c=0 d=0.099005 t=720
wo fei chang de 	我非常的	c=1 d=0.0596059 t=720
wo jian kang fa da lang fei 	我健康發達浪費	c=1 d=0.985112 t=720
wo me mei nv 	我麼美女	c=1 d=0.913931 t=720
wo men 	我們	c=15 d=6.67954 t=720
wo men ce shi fa xian 	我們測試發現	c=1 d=0.878095 t=720
wo men de 	我們的	c=0 d=0.00623495 t=720
wo men fa xian 	我們發現	c=1 d=0.895834 t=720
wo men xi wang 	我們希望	c=2 d=1.89771 t=720
wo mo en shuo guo 	我莫恩說過	c=1 d=0.941765 t=720
wu chan jie ji 	無產階級	c=1 d=0.516851 t=720
wu fa 	無法	c=5 d=1.57059 t=720
wu fa fang wen 	無法訪問	c=1 d=0.0623495 t=720
wu fa gua zai 	無法掛在	c=1 d=0.113608 t=720
wu qi 	武器	c=0 d=0.0909373 t=720
xi huan 	喜歡	c=1 d=0.0599047 t=720
xi tong 	系統	c=1 d=0.102797 t=720
xi wang 	希望	c=0 d=0.0941765 t=720
xi wang da jia 	希望大家	c=1 d=0.0608101 t=720
xia 	下	c=2 d=1.4155 t=720
xia mian 	下面	c=2 d=1.0542 t=720
xia zai 	下載	c=1 d=0.0812682 t=720
xian 	先	c=0 d=0.0548812 t=720
xian 	縣	c=1 d=0.511709 t=720
xian shi yong 	先使用	c=1 d=0.551563 t=720
xian ti 	纖體	c=1 d=0.923116 t=720
xiang guan 	相關	c=3 d=1.15498 t=720
xiang mu 	項目	c=1 d=0.085435 t=720
xiao 	小	c=0 d=0.070822 t=720
xie tiao 	協調	c=0 d=0.00833256 t=720
xie tiao ge fang 	協調各方	c=1 d=0.0837432 t=720
xie xie 	謝謝	c=3 d=2.06429 t=720
xie zhu 	協助	c=1 d=0.0982736 t=720
xin shi dai 	新時代	c=1 d=0.529935 t=720
xin si jun 	新四軍	c=1 d=0.900325 t=720
xing neng 	性能	c=0 d=0.0140156 t=720
xing wei 	行爲	c=1 d=0.150318 t=720
xiu 	修	c=1 d=0.145148 t=720
xiu gai 	修改	c=3 d=1.35362 t=720
xu yao 	需要	c=5 d=1.23616 t=720
ya suo bao 	壓縮包	c=1 d=0.0702988 t=720
yan jiu 	研究	c=2 d=0.25207 t=720
yan zheng 	驗證	c=1 d=0.100925 t=720
yan zheng qi ta 	驗證其他	c=1 d=0.108609 t=720
ye 	也	c=1 d=0.157726 t=720
ye cun zai 	也存在	c=1 d=0.923116 t=720
ye jiu shi 	也就是	c=1 d=0.826959 t=720
ye ke yi 	也可以	c=1 d=0.23457 t=720
ye mei 	也沒	c=0 d=0.0447088 t=720
ye mei qi dong guo 	也沒啓動過	c=1 d=0.449329 t=720
yi bu fen 	一部分	c=1 d=0.932394 t=720
yi ge 	一個	c=0 d=0.0895834 t=720
yi ji 	以及	c=2 d=0.25445 t=720
yi jing 	已經	c=3 d=0.550845 t=720
yi qie 	一切	c=0 d=0.0082085 t=720
yi qie gong zuo 	一切工作	c=1 d=0.0824965 t=720
yi xia 	一下	c=0 d=0.207925 t=720
yi yang 	一樣	c=1 d=0.451581 t=720
yi zhong 	一種	c=0 d=0.0408608 t=720
yin liang 	音量	c=0 d=0.00720785 t=720
yin liang xiang guan 	音量相關	c=1 d=0.0724398 t=720
yin ru 	引入	c=1 d=0.109701 t=720
yin wei 	因爲	c=2 d=0.63704 t=720
yin xiang 	音箱	c=1 d=0.640824 t=720
ying gai 	應該	c=1 d=0.201897 t=720
ying gai shi 	應該是	c=1 d=0.172045 t=720
ying pan 	硬盤	c=3 d=0.363603 t=720
ying xiang 	影響	c=0 d=0.0332871 t=720
ying xiang dao 	影響到	c=1 d=0.244143 t=720
ying yong 	應用	c=2 d=0.199459 t=720
yong 	用	c=1 d=0.250324 t=720
yong zhong 	永中	c=2 d=1.09488 t=720
you 	有	c=6 d=1.57182 t=720
you bian hua 	有變化	c=1 d=0.995012 t=720
you guan xi 	有關係	c=1 d=0.0682212 t=720
you mei you 	有沒有	c=1 d=0.467666 t=720
you xiao xing 	有效性	c=1 d=0.10435 t=720
you xie 	有些	c=3 d=1.12815 t=720
you yu 	由於	c=2 d=0.318203 t=720
yu 	與	c=3 d=0.692108 t=720
yu yan 	語言	c=1 d=0.15259 t=720
yuan yin 	原因	c=1 d=0.494109 t=720
yun 	雲	c=0 d=0.0153355 t=720
yun xu 	允許	c=1 d=0.12307 t=720
zai 	在	c=1 d=0.353455 t=720
zai ci 	再次	c=2 d=0.389949 t=720
zhe ge 	這個	c=2 d=0.960789 t=720
zhe li 	這裏	c=0 d=0.025284 t=720
zhe li wo men 	這裏我們	c=1 d=0.254107 t=720
zhe liang ge 	這兩個	c=1 d=0.634448 t=720
zhe zhong qing kuang 	這種情況	c=2 d=0.84032 t=720
zheng chang 	正常	c=2 d=0.990755 t=720
zheng shi 	正式	c=1 d=0.423162 t=720
zheng zhi 	政治	c=1 d=0.0918512 t=720
zheng zhi jian she 	政治建設	c=1 d=0.909373 t=720
zheng zhi shu xing 	政治屬性	c=1 d=0.923116 t=720
zheng zhi wen hua 	政治文化	c=1 d=0.895834 t=720
zhi 	值	c=1 d=0.0972957 t=720
zhi bo 	直播	c=6 d=1.90385 t=720
zhi ding 	制定	c=1 d=0.831104 t=720
zhi du 	制度	c=0 d=0.0529935 t=720
zhi du ti xi 	制度體系	c=1 d=0.532592 t=720
zhi jie 	直接	c=2 d=1.23931 t=720
zhi li 	治理	c=0 d=0.106785 t=720
zhi li neng li 	治理能力	c=1 d=0.537944 t=720
zhi li ti xi 	治理體系	c=1 d=0.535261 t=720
zhi ma 	芝麻	c=1 d=0.293758 t=720
zhi qian 	之前	c=2 d=0.964654 t=720
zhi shi deng 	指示燈	c=1 d=0.0668703 t=720
zhi xiao 	知曉	c=0 d=0.071177 t=720
zhi xing 	執行	c=2 d=0.365531 t=720
zhi zheng 	執政	c=0 d=0.0084163 t=720
zhi zheng ben ling 	執政本領	c=1 d=0.0845849 t=720
zhi zhuo 	執着	c=1 d=0.130029 t=720
zhi zuo 	製作	c=3 d=0.40169 t=720
zhong 	中	c=4 d=1.30314 t=720
zhong duan 	中斷	c=0 d=0.0289384 t=720
zhong guo hua 	中國化	c=1 d=0.282239 t=720
zhong he 	中和	c=0 d=0.00812682 t=720
zhong wen shu ru fa 	中文輸入法	c=2 d=0.120712 t=720
zhong ying wen 	中英文	c=2 d=0.132783 t=720
zhu yi 	注意	c=2 d=0.495969 t=720
zhua 	抓	c=0 d=0.0895834 t=720
zhua yi xia 	抓一下	c=1 d=0.900325 t=720
zi fu chuan 	字符串	c=1 d=0.50409 t=720
zi ti 	字體	c=0 d=0.097531 t=720
zi ti da xiao 	字體大小	c=2 d=1.96531 t=720
zi wo 	自我	c=0 d=0.0511709 t=720
zi wo ge ming 	自我革命	c=1 d=0.514274 t=720
zi yuan 	資源	c=1 d=0.151072 t=720
zong gong 	總共	c=1 d=0.814647 t=720
zong lan 	總覽	c=0 d=0.008291 t=720
zong lan quan ju 	總覽全局	c=1 d=0.0833256 t=720
zui xin 	最新	c=1 d=0.355226 t=720
